Order_Number,Supplier,Order_Date,Received_At,items_received,total_cost,freight,payment_fees
523,Australian Liquor Market (ALM),2025-09-19,NULL,825,3647.77,0.00,0.00
524,Australian Liquor Market (ALM),2025-09-19,NULL,3840,11140.51,0.00,0.00
7507965444,HB CUB,2025-09-19,NULL,33600,66276.00,0.00,0.00
7507965615,Bto Cub,2025-09-19,NULL,14040,26991.90,0.00,0.00
7507965616,HB CUB,2025-09-19,NULL,20400,39753.20,0.00,0.00
7507965676,CUB Pty Ltd,2025-09-19,NULL,7200,15897.29,0.00,0.00
7507965677,HB CUB,2025-09-19,NULL,13248,25320.00,0.00,0.00
7507965682,HB CUB,2025-09-19,NULL,20160,43738.80,0.00,0.00
7K77EE,Liquor West,2025-09-19,NULL,48,160.00,0.00,0.00
97828,Australian Liquor Market (ALM),2025-09-19,NULL,4567,57608.09,0.00,0.00
99969,Australian Liquor Market (ALM),2025-09-19,NULL,1924,18187.40,0.00,0.00
9RTOC7,Hellenic Wine & Spirits,2025-09-19,NULL,1536,52224.00,0.00,0.00
SI086076,SPIRITS PLATFORM,2025-09-19,NULL,3,1215.06,0.00,0.00
W4USXT,Liquor West,2025-09-19,NULL,96,172.00,0.00,0.00
NULL,Weathertop Wines Pty Ltd,2025-09-18,NULL,96,1589.28,0.00,0.00
237574406,Coca Cola Amatil,2025-09-18,NULL,158,430.08,0.00,0.00
237593108,Coca Cola Amatil Pty Ltd,2025-09-18,NULL,112,279.21,0.00,0.00
7507964116,CUB Pty Ltd,2025-09-18,NULL,10080,22256.21,0.00,0.00
7507964117,HB CUB,2025-09-18,NULL,19200,37872.00,0.00,0.00
96385,Australian Liquor Market (ALM),2025-09-18,NULL,6,42.54,0.00,0.00
96386,Australian Liquor Market (ALM),2025-09-18,NULL,48,225.24,0.00,0.00
96387,Australian Liquor Market (ALM),2025-09-18,NULL,24,0.06,0.00,0.00
97520,Australian Liquor Market (ALM),2025-09-18,NULL,2138,12471.60,0.00,0.00
97521,Australian Liquor Market (ALM),2025-09-18,NULL,6,42.86,0.00,0.00
97522,Australian Liquor Market (ALM),2025-09-18,NULL,1590,5286.31,0.00,0.00
98279,Australian Liquor Market (ALM),2025-09-18,NULL,1073,5985.71,0.00,0.00
98280,Australian Liquor Market (ALM),2025-09-18,NULL,6,43.42,0.00,0.00
98281,Australian Liquor Market (ALM),2025-09-18,NULL,690,2318.44,0.00,0.00
98460,Australian Liquor Market (ALM),2025-09-18,NULL,6,59.54,0.00,0.00
98462,Australian Liquor Market (ALM),2025-09-18,NULL,30,1262.70,0.00,0.00
98463,Australian Liquor Market (ALM),2025-09-18,NULL,48,89.80,0.00,0.00
98464,Australian Liquor Market (ALM),2025-09-18,NULL,6,87.83,0.00,0.00
98465,Australian Liquor Market (ALM),2025-09-18,NULL,924,6536.40,0.00,0.00
98466,Australian Liquor Market (ALM),2025-09-18,NULL,171,928.95,0.00,0.00
S2109467,Sun Liquor Wholesale Pty Ltd,2025-09-18,NULL,1440,2700.00,0.00,0.00
NULL,1. HO Liquor West - Wholesale,2025-09-17,NULL,540,684.00,0.00,0.00
175994,S&P Liquor,2025-09-17,NULL,720,34056.00,0.00,0.00
46742,Zedotron Imports Pty Ltd,2025-09-17,NULL,2184,4258.80,0.00,0.00
7507960667,HB CUB,2025-09-17,NULL,29040,58498.40,0.00,0.00
7507960857,HB CUB,2025-09-17,NULL,27792,52602.36,0.00,0.00
96979,Australian Liquor Market (ALM),2025-09-17,NULL,534,4250.57,0.00,0.00
96980,Australian Liquor Market (ALM),2025-09-17,NULL,6,42.86,0.00,0.00
98227,Australian Liquor Market (ALM),2025-09-17,NULL,897,6493.84,0.00,0.00
98228,Australian Liquor Market (ALM),2025-09-17,NULL,60,298.46,0.00,0.00
98461,Australian Liquor Market (ALM),2025-09-17,NULL,12,64.74,0.00,0.00
RBMOCR,Tae Han Food Import & Export,2025-09-17,NULL,166,425.65,0.00,0.00
NULL,1. HO Liquor West - Wholesale,2025-09-16,NULL,480,432.00,0.00,0.00
2632470,Australian Vintage Pty Ltd,2025-09-16,NULL,540,3756.70,0.00,0.00
7507956707,HB CUB,2025-09-16,NULL,24300,81133.57,0.00,0.00
75627,Geo Sang Global Pty Ltd,2025-09-16,NULL,204,676.50,0.00,0.00
96319-WH,Australian Liquor Market (ALM),2025-09-16,NULL,180,4810.85,0.00,0.00
96981-WH,Australian Liquor Market (ALM),2025-09-16,NULL,6000,19948.37,0.00,0.00
97519,Australian Liquor Market (ALM),2025-09-16,NULL,2079,7485.90,0.00,0.00
9839939,Samuel Smith And Son,2025-09-16,NULL,1344,11839.70,0.00,0.00
FE3FN5,Liquor West,2025-09-16,NULL,120,107.70,0.00,0.00
SI00003018,Idle Hour Spirits Pty Ltd,2025-09-16,NULL,576,12095.95,0.00,0.00
SUBY86,Liquor West,2025-09-16,NULL,486,559.95,0.00,0.00
01808414,Mansarovar Pty Ltd,2025-09-15,NULL,24,996.00,0.00,0.00
156786,Tobacco Station East Keilor,2025-09-15,NULL,290,4522.24,0.00,0.00
4721187,Paramount Liquor,2025-09-15,NULL,1560,4391.53,0.00,0.00
66889,Cheeky Foods,2025-09-15,NULL,96,3950.10,0.00,0.00
7507952295,CUB,2025-09-15,NULL,3,855.76,33.00,0.00
7507952501,HB CUB,2025-09-15,NULL,28800,62481.36,0.00,0.00
7507952708,HB CUB,2025-09-15,NULL,22464,44310.24,0.00,0.00
7507952719,HB CUB,2025-09-15,NULL,18720,36925.20,0.00,0.00
96319,Australian Liquor Market (ALM),2025-09-15,NULL,72,230.57,0.00,0.00
96320,Australian Liquor Market (ALM),2025-09-15,NULL,60,296.33,0.00,0.00
96388-WH,Australian Liquor Market (ALM),2025-09-15,NULL,264,2410.88,0.00,0.00
99302501,Monacellars Trading Pty Ltd,2025-09-15,NULL,420,16032.00,0.00,0.00
folding,Monacellars Trading Pty Ltd,2025-09-15,NULL,1632,86592.00,0.00,0.00
SI33510,Edgemill,2025-09-15,NULL,2400,8004.00,0.00,0.00
NULL,Mighty Craft Pty Ltd,2025-09-12,NULL,15402,25682.51,0.00,0.00
18660,Crown Geo,2025-09-12,NULL,84,2688.00,0.00,0.00
2229,Formula Bev Pty Ltd T/A The Melbourne Distilling Co,2025-09-12,NULL,30,610.00,0.00,0.00
41432,Tae Han Food Import & Export,2025-09-12,NULL,188,549.78,0.00,0.00
545835,Alepat Taylor,2025-09-12,NULL,1230,10503.84,0.00,0.00
71101808,Arctic Ice (Bells Pure Ice),2025-09-12,NULL,45,113.85,0.00,0.00
739374,Accredited Distributors Pty Ltd (Snack),2025-09-12,NULL,36,109.81,0.00,0.00
7507951033,HB CUB,2025-09-12,NULL,33600,72895.20,0.00,0.00
7507951054,Bto Cub,2025-09-12,NULL,11232,21593.52,0.00,0.00
7507951055,CUB Pty Ltd,2025-09-12,NULL,5712,23759.79,0.00,0.00
7507951056,HB CUB,2025-09-12,NULL,9600,18936.00,0.00,0.00
92DCRX,Liquor West,2025-09-12,NULL,198,332.55,0.00,0.00
95682,Australian Liquor Market (ALM),2025-09-12,NULL,228,2203.58,0.00,0.00
95856,Australian Liquor Market (ALM),2025-09-12,NULL,1166,6448.22,0.00,0.00
ADLIQWEST00007,Adoor Pty Ltd,2025-09-12,NULL,1400,7700.00,0.00,0.00
LIQWEST0010,Kwind Pty Ltd,2025-09-12,NULL,1000,5500.00,0.00,0.00
04432,Blackman Brewing,2025-09-11,NULL,48,214.50,0.00,0.00
237544940,Coca Cola Amatil Pty Ltd,2025-09-11,NULL,118,292.52,0.00,0.00
41401,Tae Han Food Import & Export,2025-09-11,NULL,3420,39240.00,0.00,0.00
7313,Lychee Gold Pty Ltd,2025-09-11,NULL,192,598.40,0.00,0.00
7507949619,HB CUB,2025-09-11,NULL,24000,52068.00,0.00,0.00
92976,Australian Liquor Market (ALM),2025-09-11,NULL,2528,15802.10,0.00,0.00
94054-WH,Australian Liquor Market (ALM),2025-09-11,NULL,288,1285.22,0.00,0.00
94059-WH,Australian Liquor Market (ALM),2025-09-11,NULL,2700,8975.22,0.00,0.00
9835213,Samuel Smith And Son,2025-09-11,NULL,1050,9725.86,0.00,0.00
BS01,Michael Jones,2025-09-11,NULL,108,4236.00,0.00,0.00
NULL,Drinks House,2025-09-10,NULL,1152,0.00,0.00,0.00
156768,Tobacco Station East Keilor,2025-09-10,NULL,152,4456.48,0.00,0.00
48720,SinghAus Beverage Solutions,2025-09-10,NULL,1560,4004.00,0.00,0.00
7312,Lychee Gold Pty Ltd,2025-09-10,NULL,72,224.40,0.00,0.00
7507943051,CUB,2025-09-10,NULL,2,523.42,10.03,0.00
7507943450,CUB,2025-09-10,NULL,5,1650.42,40.13,0.00
7507945544,LaraCUB,2025-09-10,NULL,7500,14107.32,0.00,0.00
7507945545,HB CUB,2025-09-10,NULL,4800,10255.84,0.00,0.00
7507945546,Bto Cub,2025-09-10,NULL,14040,26991.90,0.00,0.00
7507946140,HB CUB,2025-09-10,NULL,21870,73016.64,0.00,0.00
7507946324,HB CUB,2025-09-10,NULL,34020,113581.44,0.00,0.00
821G1M,Liquor West,2025-09-10,NULL,240,600.00,0.00,0.00
92585,Australian Liquor Market (ALM),2025-09-10,NULL,2196,9825.74,0.00,0.00
93751,Australian Liquor Market (ALM),2025-09-10,NULL,1054,4309.11,0.00,0.00
93796,Australian Liquor Market (ALM),2025-09-10,NULL,928,7255.54,0.00,0.00
93797,Australian Liquor Market (ALM),2025-09-10,NULL,188,258.78,0.00,0.00
93798,Australian Liquor Market (ALM),2025-09-10,NULL,28,64.64,0.00,0.00
93931,Australian Liquor Market (ALM),2025-09-10,NULL,54,1648.38,0.00,0.00
93932,Australian Liquor Market (ALM),2025-09-10,NULL,540,1968.46,0.00,0.00
93933,Australian Liquor Market (ALM),2025-09-10,NULL,28,62.51,0.00,0.00
94048-WH,Australian Liquor Market (ALM),2025-09-10,NULL,600,1994.84,0.00,0.00
94049-WH,Australian Liquor Market (ALM),2025-09-10,NULL,22950,103328.02,0.00,0.00
94050-WH,Australian Liquor Market (ALM),2025-09-10,NULL,5400,20032.15,0.00,0.00
94051,Australian Liquor Market (ALM),2025-09-10,NULL,30,1689.41,0.00,0.00
94052,Australian Liquor Market (ALM),2025-09-10,NULL,12,141.13,0.00,0.00
94053,Australian Liquor Market (ALM),2025-09-10,NULL,6,62.96,0.00,0.00
94054,Australian Liquor Market (ALM),2025-09-10,NULL,1412,13586.26,0.00,0.00
94055,Australian Liquor Market (ALM),2025-09-10,NULL,24,64.18,0.00,0.00
94056,Australian Liquor Market (ALM),2025-09-10,NULL,12,167.36,0.00,0.00
94057,Australian Liquor Market (ALM),2025-09-10,NULL,42,286.04,0.00,0.00
94058,Australian Liquor Market (ALM),2025-09-10,NULL,6,301.39,0.00,0.00
94059,Australian Liquor Market (ALM),2025-09-10,NULL,2022,16362.09,0.00,0.00
94060,Australian Liquor Market (ALM),2025-09-10,NULL,12,572.54,0.00,0.00
94061,Australian Liquor Market (ALM),2025-09-10,NULL,6,74.39,0.00,0.00
94062-WH,Australian Liquor Market (ALM),2025-09-10,NULL,480,2138.51,0.00,0.00
94063-WH,Australian Liquor Market (ALM),2025-09-10,NULL,1280,3187.75,0.00,0.00
94064-WH,Australian Liquor Market (ALM),2025-09-10,NULL,1872,3841.19,0.00,0.00
94065-WH,Australian Liquor Market (ALM),2025-09-10,NULL,348,24228.81,0.00,0.00
94066-WH,Australian Liquor Market (ALM),2025-09-10,NULL,5400,17953.53,0.00,0.00
94067-WH,Australian Liquor Market (ALM),2025-09-10,NULL,3840,17477.29,0.00,0.00
F8M706,Liquor West,2025-09-10,NULL,540,621.18,0.00,0.00
SO3005,Idle Hour Spirits Pty Ltd,2025-09-10,NULL,6,192.00,0.00,0.00
015/ CX1N7B,Crown Geo,2025-09-09,NULL,84,1440.00,0.00,0.00
1107,Aldi,2025-09-09,NULL,168,271.50,0.00,0.00
11408,BERETTA'S LIQUOR AUSTRALIA,2025-09-09,NULL,21360,42720.00,0.00,0.00
237517507,Coca Cola Amatil,2025-09-09,NULL,152,505.15,0.00,0.00
72545,Scotchmans Hill,2025-09-09,NULL,60,517.65,0.00,0.00
7507942540,HB CUB,2025-09-09,NULL,20160,42187.19,0.00,0.00
7507942616,HB CUB,2025-09-09,NULL,22488,45173.96,0.00,0.00
7507942633,HB CUB,2025-09-09,NULL,33120,71141.28,0.00,0.00
92973,Australian Liquor Market (ALM),2025-09-09,NULL,2312,15236.92,0.00,0.00
92974,Australian Liquor Market (ALM),2025-09-09,NULL,140,171.50,0.00,0.00
92975,Australian Liquor Market (ALM),2025-09-09,NULL,294,528.78,0.00,0.00
94250610 + 94250611,Lion Beer Spirits & Wine Pty Ltd,2025-09-09,NULL,38448,70538.75,0.00,0.00
Folding,BERETTA'S LIQUOR AUSTRALIA,2025-09-09,NULL,28800,54000.00,0.00,0.00
offset cash,Nicholas Cash,2025-09-09,NULL,1680,3395.00,0.00,0.00
TP7CQT,Liquor West,2025-09-09,NULL,528,590.80,0.00,0.00
NULL,1. HO Liquor West - Wholesale,2025-09-08,NULL,1920,2382.00,0.00,0.00
156762,Tobacco Station East Keilor,2025-09-08,NULL,96,4442.71,0.00,0.00
270344167,Moet Hennessy Australia,2025-09-08,NULL,251,15664.07,0.00,0.00
67814586,Arctic Ice (Bells Pure Ice),2025-09-08,NULL,22,50.82,0.00,0.00
67814586 - Wrong,Arctic Ice (Bells Pure Ice),2025-09-08,NULL,44,50.82,0.00,0.00
67814594,Arctic Ice (Bells Pure Ice),2025-09-08,NULL,113,261.03,0.00,0.00
7507938510,HB CUB,2025-09-08,NULL,25728,52447.76,0.00,0.00
7507938686,HB CUB,2025-09-08,NULL,20160,43738.80,0.00,0.00
7507938892,HB CUB,2025-09-08,NULL,14400,31242.00,0.00,0.00
91934,Australian Liquor Market (ALM),2025-09-08,NULL,12,0.01,0.00,0.00
91935-WH,Australian Liquor Market (ALM),2025-09-08,NULL,1872,4097.83,0.00,0.00
91936-WH,Australian Liquor Market (ALM),2025-09-08,NULL,1872,3989.93,0.00,0.00
N26007699,De Bortoli Wines Pty Ltd,2025-09-08,NULL,1440,5096.30,0.00,0.00
offset cash,Nicholas Cash,2025-09-08,NULL,6720,13580.00,0.00,0.00
03U6JF,Liquor West,2025-09-07,NULL,192,370.00,0.00,0.00
0397,Liquor Mill Pty Ltd,2025-09-05,NULL,2112,8000.00,0.00,0.00
29908,Buller Wines Pty Ltd,2025-09-05,NULL,96,1521.17,0.00,0.00
31702,Unwined Liquor,2025-09-05,NULL,144,756.88,0.00,0.00
738547,Accredited Distributors Pty Ltd (Snack),2025-09-05,NULL,94,244.14,0.00,0.00
7507936906,HB CUB,2025-09-05,NULL,27000,46962.00,0.00,0.00
7507936937,HB CUB,2025-09-05,NULL,26208,55593.72,0.00,0.00
7507936941,CUB Pty Ltd,2025-09-05,NULL,10296,22573.04,0.00,0.00
7507936942,HB CUB,2025-09-05,NULL,11520,26771.94,0.00,0.00
7507936952,HB CUB,2025-09-05,NULL,24000,50910.00,0.00,0.00
91437,Australian Liquor Market (ALM),2025-09-05,NULL,166,1400.66,0.00,0.00
91524,Australian Liquor Market (ALM),2025-09-05,NULL,1539,9364.89,0.00,0.00
ALYL22,Liquor West,2025-09-05,NULL,168,266.00,0.00,0.00
SI33454,Edgemill,2025-09-05,NULL,600,15920.85,0.00,0.00
173370,S&P Liquor,2025-09-04,NULL,1104,44154.00,0.00,0.00
173915,S&P Liquor,2025-09-04,NULL,672,38253.60,0.00,0.00
237497732,Coca Cola Amatil Pty Ltd,2025-09-04,NULL,136,372.43,0.00,0.00
34439366,Arctic Ice (Bells Pure Ice),2025-09-04,NULL,80,184.80,0.00,0.00
46424,Zedotron Imports Pty Ltd,2025-09-04,NULL,120,9300.00,0.00,0.00
7507935134,CUB Pty Ltd,2025-09-04,NULL,3840,17903.18,0.00,0.00
7507935135,HB CUB,2025-09-04,NULL,17760,40823.92,0.00,0.00
7507935231,HB CUB,2025-09-04,NULL,27000,47313.00,0.00,0.00
87787-WH2,Australian Liquor Market (ALM),2025-09-04,NULL,3174,6236.60,0.00,0.00
90518-WH,Australian Liquor Market (ALM),2025-09-04,NULL,7098,50317.98,0.00,0.00
C8FIEV,Andrew,2025-09-04,NULL,17040,31950.00,0.00,0.00
CW75EM,Liquor West,2025-09-04,NULL,240,380.00,0.00,0.00
SO3000,Idle Hour Spirits Pty Ltd,2025-09-04,NULL,288,6047.98,0.00,0.00
T15CML,Liquor West,2025-09-04,NULL,72,180.00,0.00,0.00
174226,S&P Liquor,2025-09-03,NULL,360,17028.00,0.00,0.00
270343516,Moet Hennessy Australia,2025-09-03,NULL,252,22054.73,0.00,0.00
46395,Zedotron Imports Pty Ltd,2025-09-03,NULL,2016,3990.00,0.00,0.00
7038,Coles,2025-09-03,NULL,146,196.40,0.00,0.00
7507923146,CUB,2025-09-03,NULL,5,2239.32,40.13,0.00
7507923770,CUB,2025-09-03,NULL,8,2902.66,70.22,0.00
7507931825,HB CUB,2025-09-03,NULL,20832,41105.44,0.00,0.00
7507931907,HB CUB,2025-09-03,NULL,30060,59827.10,0.00,0.00
7507932122,HB CUB,2025-09-03,NULL,18240,39583.48,0.00,0.00
87787,Australian Liquor Market (ALM),2025-09-03,NULL,936,4529.82,0.00,0.00
87788,Australian Liquor Market (ALM),2025-09-03,NULL,30,0.14,0.00,0.00
88334,Australian Liquor Market (ALM),2025-09-03,NULL,7568,23754.54,0.00,0.00
88335,Australian Liquor Market (ALM),2025-09-03,NULL,30,0.14,0.00,0.00
89071,Australian Liquor Market (ALM),2025-09-03,NULL,1076,5065.95,0.00,0.00
89072,Australian Liquor Market (ALM),2025-09-03,NULL,30,1.76,0.00,0.00
89073,Australian Liquor Market (ALM),2025-09-03,NULL,70,738.28,0.00,0.00
89142,Australian Liquor Market (ALM),2025-09-03,NULL,778,4646.10,0.00,0.00
89143,Australian Liquor Market (ALM),2025-09-03,NULL,294,540.54,0.00,0.00
89144,Australian Liquor Market (ALM),2025-09-03,NULL,308,746.52,0.00,0.00
89417,Australian Liquor Market (ALM),2025-09-03,NULL,2175,16963.99,0.00,0.00
89417-WH,Australian Liquor Market (ALM),2025-09-03,NULL,13944,58121.27,0.00,0.00
EZ0SAC,Liquor West,2025-09-03,NULL,712,1038.33,0.00,0.00
GFN7TC,Andrew,2025-09-03,NULL,15552,29160.00,0.00,0.00
J8NB9R,Liquor West,2025-09-03,NULL,120,190.00,0.00,0.00
237479558,Coca Cola Amatil,2025-09-02,NULL,116,343.76,0.00,0.00
7507927446,HB CUB,2025-09-02,NULL,24000,52083.60,0.00,0.00
7507927960,HB CUB,2025-09-02,NULL,14400,31250.10,0.00,0.00
7507928103,Bto Cub,2025-09-02,NULL,7488,16434.63,0.00,0.00
7507928104,HB CUB,2025-09-02,NULL,22704,44861.48,0.00,0.00
87273-WH,Australian Liquor Market (ALM),2025-09-02,NULL,750,8985.87,0.00,0.00
87789,Australian Liquor Market (ALM),2025-09-02,NULL,90,5038.31,0.00,0.00
87790,Australian Liquor Market (ALM),2025-09-02,NULL,1518,18721.39,0.00,0.00
88333,Australian Liquor Market (ALM),2025-09-02,NULL,1577,13041.37,0.00,0.00
88336,Australian Liquor Market (ALM),2025-09-02,NULL,236,2542.03,0.00,0.00
S2IDGO,Coca Cola Europacific Partners,2025-09-02,NULL,128,377.66,0.00,0.00
T97OOT,Formula Bev Pty Ltd T/A The Melbourne Distilling Co,2025-09-02,NULL,12,396.00,0.00,0.00
NULL,1. HO Liquor West - Wholesale,2025-09-01,NULL,240,216.00,0.00,0.00
173842,S&P Liquor,2025-09-01,NULL,38640,85346.80,0.00,0.00
4QHSFU,Australian Liquor Market (ALM),2025-09-01,NULL,24,83.60,0.00,0.00
601250,Vinarchy Australia Limited,2025-09-01,NULL,440,5921.74,0.00,0.00
87202,Australian Liquor Market (ALM),2025-09-01,NULL,5400,8530.49,0.00,0.00
87245,Australian Liquor Market (ALM),2025-09-01,NULL,6,0.06,0.00,0.00
87246,Australian Liquor Market (ALM),2025-09-01,NULL,30,0.14,0.00,0.00
87247,Australian Liquor Market (ALM),2025-09-01,NULL,288,636.04,0.00,0.00
87248,Australian Liquor Market (ALM),2025-09-01,NULL,6,0.06,0.00,0.00
87249,Australian Liquor Market (ALM),2025-09-01,NULL,1100,12997.44,0.00,0.00
87250,Australian Liquor Market (ALM),2025-09-01,NULL,4272,11025.20,0.00,0.00
87273,Australian Liquor Market (ALM),2025-09-01,NULL,112,436.68,0.00,0.00
87274-WH,Australian Liquor Market (ALM),2025-09-01,NULL,60,3314.63,0.00,0.00
87275,Australian Liquor Market (ALM),2025-09-01,NULL,248,601.28,0.00,0.00
FJE5KC,Liquor West,2025-09-01,NULL,222,352.55,0.00,0.00
LYQE47,Liquor West,2025-09-01,NULL,360,515.40,0.00,0.00
DSOR39,Andrew,2025-08-31,NULL,4032,7254.00,0.00,0.00
1005,PHD Beverages,2025-08-29,NULL,132,495.00,0.00,0.00
2608896,Pernod Ricard Australia,2025-08-29,NULL,120,30232.95,0.00,0.00
2609080,Pernod Ricard Australia,2025-08-29,NULL,2280,194460.00,0.00,0.00
4881,Aldi,2025-08-29,NULL,32,95.70,0.00,0.00
545108,Alepat Taylor,2025-08-29,NULL,1176,5562.48,0.00,0.00
7507922290,CUB,2025-08-29,NULL,2,523.42,10.03,0.00
7507922443,CUB Pty Ltd,2025-08-29,NULL,5616,11143.08,0.00,0.00
7507922444,LaraCUB,2025-08-29,NULL,48,80.22,0.00,0.00
7507922445,HB CUB,2025-08-29,NULL,25968,52320.60,0.00,0.00
75084,Hellenic Wine & Spirits,2025-08-29,NULL,68160,113600.00,0.00,0.00
86268,Australian Liquor Market (ALM),2025-08-29,NULL,348,1249.75,0.00,0.00
86549,Australian Liquor Market (ALM),2025-08-29,NULL,271,3761.79,0.00,0.00
86550,Australian Liquor Market (ALM),2025-08-29,NULL,10,0.02,0.00,0.00
86725,Australian Liquor Market (ALM),2025-08-29,NULL,1212,9683.74,0.00,0.00
86726,Australian Liquor Market (ALM),2025-08-29,NULL,10,0.02,0.00,0.00
CI62326,"Wtt Global Trading ",2025-08-29,NULL,8256,6624.20,0.00,0.00
ML33,Michael Jones,2025-08-29,NULL,12,300.00,0.00,0.00
YA65AA,Liquor West,2025-08-29,NULL,1440,4317.60,0.00,0.00
NULL,1. HO Liquor West - Wholesale,2025-08-28,NULL,1560,2162.00,0.00,0.00
3001051 (4388),Australian Liquor Market (ALM),2025-08-28,NULL,6,2849.00,0.00,0.00
3X0ZDD,Negro International,2025-08-28,NULL,76,1290.69,0.00,0.00
Z46M2V,Liquor West,2025-08-28,NULL,2670,4597.55,0.00,0.00
7507917762,Bto Cub,2025-08-27,NULL,12000,26341.34,0.00,0.00
7507917779,HB CUB,2025-08-27,NULL,13500,23481.00,0.00,0.00
7507917780,CUB Pty Ltd,2025-08-27,NULL,20214,44048.16,0.00,0.00
7507917781,HB CUB,2025-08-27,NULL,1920,5851.60,0.00,0.00
83216,Australian Liquor Market (ALM),2025-08-27,NULL,666,3912.18,0.00,0.00
84449,Australian Liquor Market (ALM),2025-08-27,NULL,897,6148.17,0.00,0.00
84450,Australian Liquor Market (ALM),2025-08-27,NULL,120,247.87,0.00,0.00
84497,Australian Liquor Market (ALM),2025-08-27,NULL,1342,7857.91,0.00,0.00
84498,Australian Liquor Market (ALM),2025-08-27,NULL,48,2.23,0.00,0.00
84650,Australian Liquor Market (ALM),2025-08-27,NULL,48,0.11,0.00,0.00
84651,Australian Liquor Market (ALM),2025-08-27,NULL,84,253.78,0.00,0.00
84652,Australian Liquor Market (ALM),2025-08-27,NULL,12,120.46,0.00,0.00
84653,Australian Liquor Market (ALM),2025-08-27,NULL,18,92.85,0.00,0.00
84654,Australian Liquor Market (ALM),2025-08-27,NULL,18,536.52,0.00,0.00
84655,Australian Liquor Market (ALM),2025-08-27,NULL,60,273.00,0.00,0.00
84656,Australian Liquor Market (ALM),2025-08-27,NULL,6,71.37,0.00,0.00
84658,Australian Liquor Market (ALM),2025-08-27,NULL,1122,8264.42,0.00,0.00
84659,Australian Liquor Market (ALM),2025-08-27,NULL,18,136.51,0.00,0.00
84660,Australian Liquor Market (ALM),2025-08-27,NULL,18,300.39,0.00,0.00
84661,Australian Liquor Market (ALM),2025-08-27,NULL,6,335.70,0.00,0.00
84663,Australian Liquor Market (ALM),2025-08-27,NULL,8,79.58,0.00,0.00
84664-WH,Australian Liquor Market (ALM),2025-08-27,NULL,3120,29300.16,0.00,0.00
84665-WH,Australian Liquor Market (ALM),2025-08-27,NULL,396,2.60,0.00,0.00
84666-WH,Australian Liquor Market (ALM),2025-08-27,NULL,576,3481.87,0.00,0.00
84667-WH,Australian Liquor Market (ALM),2025-08-27,NULL,192,1.58,0.00,0.00
84668-WH,Australian Liquor Market (ALM),2025-08-27,NULL,75,5191.19,0.00,0.00
84669-WH,Australian Liquor Market (ALM),2025-08-27,NULL,5400,19416.74,0.00,0.00
folding,Hellenic Wine & Spirits,2025-08-27,NULL,2592,37440.00,0.00,0.00
2210,Formula Bev Pty Ltd T/A The Melbourne Distilling Co,2025-08-26,NULL,24,564.00,0.00,0.00
46164,Zedotron Imports Pty Ltd,2025-08-26,NULL,12804,24202.80,0.00,0.00
7507913474,HB CUB,2025-08-26,NULL,27000,46962.00,0.00,0.00
7507914068,CUB Pty Ltd,2025-08-26,NULL,11940,34815.14,0.00,0.00
7507914069,HB CUB,2025-08-26,NULL,18240,42388.92,0.00,0.00
75083,Hellenic Wine & Spirits,2025-08-26,NULL,27360,45600.00,0.00,0.00
83761,Australian Liquor Market (ALM),2025-08-26,NULL,1807,12048.34,0.00,0.00
83762,Australian Liquor Market (ALM),2025-08-26,NULL,24,90.06,0.00,0.00
83763,Australian Liquor Market (ALM),2025-08-26,NULL,3116,15250.06,0.00,0.00
C9TNKY,Liquor West,2025-08-26,NULL,480,565.40,0.00,0.00
folding,I Like Wine,2025-08-26,NULL,1536,30720.00,0.00,0.00
VSE753,1. HO Liquor West - Wholesale,2025-08-26,NULL,2100,3100.00,0.00,0.00
156724,Tobacco Station East Keilor,2025-08-25,NULL,85,3544.48,0.00,0.00
3060,3099 Jerky,2025-08-25,NULL,1000,4875.00,0.00,0.00
7KXQSJ,Liquor West,2025-08-25,NULL,1290,1892.65,0.00,0.00
82252,Australian Liquor Market (ALM),2025-08-25,NULL,48,0.11,0.00,0.00
82253,Australian Liquor Market (ALM),2025-08-25,NULL,2880,903.67,0.00,0.00
82254,Australian Liquor Market (ALM),2025-08-25,NULL,312,643.54,0.00,0.00
