CATEGORY,SUBCATEGORY,revenue,units,profit,margin_pct
Art,Zebra Zazzle Fluorescent Highlighters,100.94,20,20.65,20.46
Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,100.92,22,30.74,30.46
Binders,Cardinal Holdit Data Disk Pockets,100.46,16,38.73,38.55
Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,100.39,23,35.30,35.16
Art,Prang Drawing Pencil Set,100.08,39,27.06,27.04
Paper,Xerox Blank Computer Paper,99.90,5,46.95,47.00
Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",99.81,19,-0.70,-0.70
Binders,Pressboard Data Binders by Wilson Jones,99.32,27,22.91,23.07
Storage,Portfile Personal File Boxes,99.12,7,7.43,7.50
Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",99.06,17,40.76,41.15
Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",98.87,7,42.24,42.72
Paper,Xerox 1999,98.49,17,41.20,41.83
Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,98.13,6,-78.51,-80.01
Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",97.81,8,-1.77,-1.81
Supplies,Fiskars Home & Office Scissors,97.68,11,27.35,28.00
Paper,Xerox 228,97.20,15,46.65,47.99
Paper,Xerox 219,97.20,15,46.65,47.99
Labels,Avery 495,97.02,16,42.58,43.89
Art,Newell 341,96.73,23,26.83,27.74
Binders,Wilson Jones Standard D-Ring Binders,96.65,26,26.91,27.84
Accessories,Sabrent 4-Port USB 2.0 Hub,96.42,15,29.20,30.28
Furnishings,Dax Clear Box Frame,96.03,14,15.37,16.01
Art,"Dixon My First Ticonderoga Pencil, #2",95.94,19,17.03,17.75
Paper,Xerox 224,95.91,17,38.62,40.27
Paper,Xerox 210,95.90,18,35.25,36.76
Paper,Xerox 1957,95.90,17,39.73,41.43
Labels,Avery 51,95.76,16,41.31,43.14
Labels,Avery White Multi-Purpose Labels,95.62,20,41.83,43.75
Supplies,Acme Elite Stainless Steel Scissors,95.07,12,21.02,22.11
Art,Newell 31,94.99,24,23.63,24.88
Art,DIXON Ticonderoga Erasable Checking Pencils,94.86,20,26.78,28.23
Paper,Xerox 1923,94.86,16,39.28,41.41
Binders,Storex DuraTech Recycled Plastic Frosted Binders,94.13,39,11.45,12.16
Furnishings,Acrylic Self-Standing Desk Frames,93.98,37,32.73,34.83
Labels,Avery 513,93.63,22,34.46,36.80
Furnishings,Eldon Expressions Mahogany Wood Desk Collection,93.60,15,23.40,25.00
Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",93.53,8,2.08,2.22
Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",93.25,4,31.47,33.75
Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",93.22,35,39.52,42.39
Art,Newell 35,93.15,30,23.29,25.00
Binders,Presstex Flexible Ring Binders,92.82,30,24.57,26.47
Paper,Xerox 1987,92.48,16,45.31,48.99
Paper,Xerox 196,92.48,18,39.41,42.61
Fasteners,OIC Bulk Pack Metal Binder Clips,92.14,30,35.59,38.63
Binders,Acco Translucent Poly Ring Binders,91.72,31,16.28,17.75
Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,91.68,18,-10.41,-11.35
Storage,Akro Stacking Bins,91.52,13,-6.93,-7.57
Machines,Penpower WorldCard Pro Card Scanner,91.47,1,-1.83,-2.00
Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",91.44,28,34.90,38.17
Labels,Avery 481,91.17,30,43.12,47.30
Supplies,Acme Preferred Stainless Steel Scissors,90.88,16,26.36,29.01
Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",90.88,3,-190.85,-210.00
Art,Fluorescent Highlighters by Dixon,90.75,26,22.45,24.74
Labels,Avery 48,90.72,15,39.68,43.74
Binders,Avery Durable Slant Ring Binders With Label Holder,90.71,36,12.44,13.71
Art,Prang Colored Pencils,90.56,32,38.79,42.83
Paper,Xerox 1920,89.70,15,40.36,44.99
Paper,Xerox 1956,89.70,16,40.90,45.60
Binders,"Avery Durable Slant Ring Binders, No Labels",89.55,36,13.60,15.19
Paper,Xerox 1967,89.42,15,38.87,43.47
Labels,Avery 480,89.25,24,42.45,47.56
Supplies,Acme Design Stainless Steel Bent Scissors,88.92,13,24.00,26.99
Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",88.90,20,26.85,30.20
Labels,Avery 478,88.38,18,43.31,49.00
Art,Manco Dry-Lighter Erasable Highlighter,88.16,30,27.97,31.73
Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",88.11,11,39.65,45.00
Accessories,AmazonBasics 3-Button USB Wired Mouse,88.08,14,32.29,36.66
Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",87.75,29,20.83,23.74
Fasteners,Advantus Map Pennant Flags and Round Head Tacks,87.69,25,20.55,23.43
Binders,Cardinal Holdit Business Card Pockets,87.63,25,22.89,26.12
Furnishings,Advantus Panel Wall Acrylic Frame,87.52,20,25.15,28.74
Labels,Avery 508,87.39,19,39.82,45.57
Binders,Avery Durable Binders,87.26,50,13.83,15.85
Paper,HP Office Paper (20Lb. and 87 Bright),86.84,14,38.21,44.00
Art,Newell 333,86.74,33,18.84,21.72
Art,BIC Brite Liner Highlighters,86.12,23,30.89,35.87
Art,Boston 16701 Slimline Battery Pencil Sharpener,86.08,6,19.13,22.22
Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",86.00,21,15.09,17.55
Binders,Prestige Round Ring Binders,85.73,21,18.04,21.04
Paper,Xerox 229,85.53,15,34.99,40.91
Paper,Xerox 1986,85.50,13,40.35,47.19
Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",85.26,10,8.67,10.17
Labels,Avery 487,84.87,25,35.97,42.38
Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",84.84,6,22.06,26.00
Furnishings,Magna Visual Magnetic Picture Hangers,84.83,19,28.06,33.08
Paper,Xerox 1954,84.48,18,32.21,38.13
Labels,Avery 512,84.39,32,35.36,41.90
Paper,Xerox 2000,84.24,14,37.06,43.99
Paper,Xerox 200,84.24,15,33.69,39.99
Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",83.96,8,15.86,18.89
Phones,Belkin iPhone and iPad Lightning Cable,83.94,7,6.30,7.51
Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",83.90,22,12.75,15.20
Paper,Southworth Parchment Paper & Envelopes,83.72,15,30.74,36.72
Labels,Avery 483,83.67,19,32.56,38.91
Furnishings,"Master Giant Foot Doorstop, Safety Yellow",83.49,12,31.57,37.81
Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",83.44,14,11.48,13.76
Art,Newell Chalk Holder,83.42,21,36.59,43.86
Binders,3M Organizer Strips,83.16,26,10.16,12.22
Binders,Avery Durable Poly Binders,82.95,33,-15.59,-18.79
Furnishings,OIC Stacking Trays,82.83,30,26.72,32.26
Art,Newell 351,82.66,26,22.10,26.74
Paper,Things To Do Today Spiral Book,82.37,13,29.86,36.25
Paper,Xerox 1902,82.22,4,32.89,40.00
Binders,Zipper Ring Binder Pockets,81.75,44,11.73,14.35
Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",81.65,29,19.44,23.81
Supplies,Acme Stainless Steel Office Snips,81.42,13,12.43,15.27
Art,Newell 320,81.32,23,9.47,11.65
Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,81.01,16,25.76,31.80
Art,"Sanford Colorific Colored Pencils, 12/Box",80.95,30,23.78,29.38
Paper,"Adams Telephone Message Books, 5 1/4” x 11”",80.93,15,32.91,40.66
Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",80.78,8,16.15,19.99
Art,"Quartet Omega Colored Chalk, 12/Pack",80.59,15,34.16,42.39
Binders,Tuff Stuff Recycled Round Ring Binders,80.50,23,23.97,29.78
Paper,Xerox 221,80.36,14,33.18,41.29
Art,Newell 317,79.97,32,13.17,16.47
Storage,Eldon File Chest Portable File,79.40,5,5.95,7.49
Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,79.23,13,29.53,37.27
Paper,Xerox 1946,79.06,13,35.25,44.59
Paper,Xerox 231,79.06,14,31.88,40.32
Labels,Avery 474,78.34,30,34.27,43.75
Storage,Sterilite Show Offs Storage Containers,78.14,16,-6.34,-8.11
Binders,Avery Poly Binder Pockets,78.04,34,14.77,18.93
Envelopes,Fashion Color Clasp Envelopes,77.90,15,36.52,46.88
Art,Bulldog Table or Wall-Mount Pencil Sharpener,77.87,13,22.59,29.01
Paper,Xerox 193,77.74,13,38.09,49.00
Fasteners,Plymouth Boxed Rubber Bands by Plymouth,77.24,18,-3.29,-4.26
Paper,Xerox 1963,77.09,17,27.72,35.96
Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",76.84,12,36.40,47.37
Supplies,Acme Value Line Scissors,76.65,22,20.46,26.69
Paper,Xerox 1994,76.46,13,32.65,42.70
Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",76.09,8,29.54,38.82
Art,Newell 328,75.92,13,19.74,26.00
Paper,Xerox 198,75.70,16,33.47,44.21
Art,Rogers Handheld Barrel Pencil Sharpener,75.63,30,15.63,20.67
Phones,"SmartStand Mobile Device Holder, Assorted Colors",75.50,13,10.06,13.32
Supplies,Fiskars Spring-Action Scissors,75.49,6,13.42,17.78
Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",75.35,14,20.09,26.66
Art,Newell 331,75.31,17,14.62,19.41
Accessories,KeyTronic KT800P2 - Keyboard - Black,75.10,6,1.20,1.60
Paper,Tops Wirebound Message Log Books,73.70,25,29.29,39.74
Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,72.91,22,-13.33,-18.28
Paper,"Adams ""While You Were Out"" Message Pads",72.85,24,31.41,43.12
Paper,Southworth Structures Collection,72.80,10,36.40,50.00
Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",72.80,20,8.65,11.88
Furnishings,Stacking Trays by OIC,72.70,19,9.32,12.82
Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",72.26,12,31.31,43.33
Binders,Ibico Presentation Index for Binding Systems,72.04,27,15.07,20.92
Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.98,3,24.29,33.75
Binders,GBC Instant Index System for Binding Systems,71.93,19,-12.43,-17.28
Envelopes,#6 3/4 Gummed Flap White Envelopes,71.28,9,24.94,34.99
Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,71.25,20,32.25,45.26
Paper,Xerox 1981,70.75,14,30.09,42.53
Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",70.19,17,31.63,45.06
Paper,Xerox 1975,69.98,12,30.33,43.34
Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,69.77,34,13.77,19.74
Fasteners,Stockwell Push Pins,69.76,34,20.12,28.84
Paper,Xerox 1899,69.37,14,28.07,40.46
Storage,Woodgrain Magazine Files by Perma,69.14,24,2.63,3.80
Binders,GBC Plasticlear Binding Covers,68.88,23,-68.43,-99.35
Labels,Avery 52,68.63,19,31.47,45.85
Art,Newell 336,68.48,18,13.78,20.12
Paper,Avoid Verbal Orders Carbonless Minifold Book,68.28,21,29.94,43.85
Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",68.28,5,23.05,33.76
Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,68.17,12,30.85,45.25
Envelopes,Poly String Tie Envelopes,68.13,35,30.29,44.46
Art,Barrel Sharpener,67.83,19,17.62,25.98
Paper,Xerox 1897,67.73,16,27.09,40.00
Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",67.25,17,19.69,29.28
Fasteners,Acco Hot Clips Clips to Go,67.12,23,25.49,37.98
Art,Newell 332,67.03,24,15.53,23.17
Labels,Avery 49,66.82,24,31.56,47.23
Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,66.67,12,15.31,22.96
Binders,Insertable Tab Post Binder Dividers,66.57,25,-39.69,-59.62
Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",66.56,7,18.51,27.81
Binders,GBC ProClick Spines for 32-Hole Punch,66.41,12,-13.28,-20.00
Labels,Avery 501,66.41,22,23.40,35.24
Labels,Avery 506,66.08,17,28.17,42.63
Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",66.03,19,30.29,45.87
Art,Newell 321,65.60,22,14.37,21.91
Art,Newell 348,65.60,24,9.72,14.82
Envelopes,Pastel Pink Envelopes,65.52,9,31.44,47.99
Art,Avery Fluorescent Highlighter Four-Color Set,65.47,24,9.34,14.27
Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,65.34,17,3.91,5.98
Furnishings,Stackable Trays,65.30,23,17.13,26.23
Art,Newell 343,65.26,24,13.76,21.08
Binders,ACCOHIDE Binder by Acco,65.25,21,19.29,29.56
Paper,Xerox 1927,65.05,18,22.69,34.88
Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,64.97,8,12.99,19.99
Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",64.06,11,20.83,32.52
Fasteners,Advantus T-Pin Paper Clips,64.04,16,20.02,31.26
Furnishings,Ultra Commercial Grade Dual Valve Door Closer,63.82,2,9.57,15.00
Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",63.64,37,-13.90,-21.84
Phones,Shocksock Galaxy S4 Armband,63.51,7,-10.07,-15.86
Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",62.95,23,-0.16,-0.25
Envelopes,Peel & Seel Envelopes,62.86,18,26.53,42.20
Furnishings,G.E. Halogen Desk Lamp Bulbs,62.82,11,22.89,36.44
Labels,Avery 515,62.65,5,29.45,47.01
Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",62.61,9,28.54,45.58
Art,Newell 350,62.32,20,15.74,25.26
Envelopes,Park Ridge Embossed Executive Business Envelopes,62.28,4,29.27,47.00
Binders,Wilson Jones Four-Pocket Poly Binders,62.13,17,5.43,8.74
Appliances,Hoover Portapower Portable Vacuum,61.83,18,1.35,2.18
Art,Newell 318,61.72,23,14.41,23.35
Phones,Anker 24W Portable Micro USB Car Charger,61.55,8,14.07,22.86
Art,Newell 311,61.44,30,13.04,21.22
Paper,Xerox 206,60.91,11,23.84,39.14
Paper,Xerox 1924,60.10,12,24.75,41.18
Paper,Spiral Phone Message Books with Labels by Adams,60.03,15,25.76,42.91
Accessories,NETGEAR RangeMax WNR1000 Wireless Router,59.98,3,12.00,20.01
Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",59.83,24,13.18,22.03
Art,Newell 330,59.80,11,11.11,18.58
Furnishings,"Master Caster Door Stop, Large Brown",59.70,10,14.56,24.39
Art,"Crayola Anti Dust Chalk, 12/Pack",59.69,35,24.65,41.30
Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",59.49,3,17.85,30.01
Furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock",58.78,4,-1.07,-1.82
Fasteners,Ideal Clamps,58.69,33,24.85,42.34
Envelopes,Convenience Packs of Business Envelopes,58.65,18,24.10,41.09
Labels,Avery 500,58.48,8,27.48,46.99
Fasteners,Rubber Band Ball,58.34,16,-0.31,-0.53
Paper,Xerox 223,58.32,9,27.99,47.99
Paper,Xerox 1974,57.41,10,26.91,46.87
Binders,Binder Posts,57.41,16,7.81,13.60
Paper,Xerox 199,57.35,16,19.69,34.33
Labels,Avery 511,56.68,20,24.64,43.47
Labels,Avery 494,56.37,23,23.96,42.50
Paper,Xerox 1965,56.21,10,25.71,45.74
Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",56.16,8,13.00,23.15
Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",56.10,3,21.32,38.00
Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",56.09,18,3.48,6.20
Labels,Avery 493,55.97,13,23.43,41.86
Paper,Xerox 1921,55.94,7,17.47,31.23
Fasteners,Advantus Push Pins,54.94,27,20.22,36.80
Paper,Array Memo Cubes,54.91,11,25.84,47.06
Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",54.60,15,22.47,41.15
Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,54.58,5,17.63,32.30
Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",54.47,9,-3.89,-7.14
Paper,Xerox 208,54.43,9,24.10,44.28
Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,53.76,12,25.80,47.99
Labels,Staple-on labels,53.76,21,21.58,40.14
Labels,Avery 492,53.57,20,22.46,41.93
Furnishings,"Eldon Imàge Series Desk Accessories, Clear",53.46,17,6.36,11.90
Binders,GBC VeloBinder Strips,52.99,20,-23.81,-44.93
Paper,EcoTones Memo Sheets,52.80,15,21.60,40.91
Tables,Anderson Hickey Conga Table Tops & Accessories,51.78,5,-17.51,-33.82
Art,Colorific Watercolor Pencils,51.60,11,11.30,21.90
Binders,Wilson Jones Easy Flow II Sheet Lifters,51.48,49,5.62,10.92
Binders,Avery Durable Slant Ring Binders,51.48,19,-23.76,-46.15
Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",51.36,6,24.14,47.00
Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,51.18,20,3.66,7.15
Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",51.12,15,21.96,42.96
Labels,Avery 488,51.03,17,23.17,45.40
Envelopes,Colored Envelopes,50.93,16,19.04,37.38
Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",50.76,18,9.27,18.26
Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",50.57,17,1.63,3.22
Labels,Avery 496,50.25,14,22.95,45.67
Envelopes,Wausau Papers Astrobrights Colored Envelopes,50.23,9,22.78,45.35
Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",50.13,13,18.79,37.48
Paper,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",49.98,7,22.71,45.44
Paper,Xerox 1896,49.95,5,22.48,45.01
Paper,Xerox 1950,49.71,9,23.17,46.61
Paper,"TOPS Voice Message Log Book, Flash Format",49.50,12,20.37,41.15
Paper,Xerox 218,49.24,8,22.28,45.25
Art,Blackstonian Pencils,49.13,19,12.60,25.65
Art,American Pencil,48.93,21,14.19,29.00
Furnishings,Eldon Image Series Black Desk Accessories,48.85,12,17.05,34.90
Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,48.05,16,22.43,46.68
Fasteners,Revere Boxed Rubber Bands by Revere,48.00,29,-5.71,-11.90
Art,Newell 33,47.99,10,8.37,17.44
Labels,Avery 514,47.81,17,22.85,47.79
Furnishings,"Master Caster Door Stop, Gray",47.75,10,14.22,29.78
Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",47.54,5,10.19,21.43
Art,Newell 32,47.23,17,11.99,25.39
Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",47.08,11,14.59,30.99
Paper,Xerox 1953,47.08,12,18.84,40.02
Art,Newell 316,46.94,11,8.22,17.51
Paper,Xerox 1998,46.66,9,16.33,35.00
Labels,Avery 520,46.62,15,22.04,47.28
Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",46.59,16,-2.86,-6.14
Paper,Xerox 1972,46.47,10,17.42,37.49
Fasteners,Advantus SlideClip Paper Clips,46.38,15,19.77,42.63
Storage,Decoflex Hanging Personal Folder File,46.26,3,12.03,26.01
Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",45.92,15,17.87,38.92
Art,Newell 344,45.59,18,8.57,18.80
Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",45.50,16,15.56,34.20
Labels,Avery 491,45.43,12,18.67,41.10
Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",45.40,20,14.55,32.05
Paper,Xerox 215,45.36,7,21.77,47.99
Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",45.15,22,13.46,29.81
Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",45.14,7,10.20,22.60
Furnishings,Document Clip Frames,45.04,6,16.01,35.55
Art,DIXON Oriole Pencils,44.89,19,8.61,19.18
Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,44.37,18,18.99,42.80
Labels,Avery 517,44.28,13,18.85,42.57
Supplies,Acme Kleen Earth Office Shears,44.23,12,11.18,25.28
Accessories,Kingston Digital DataTraveler 8GB USB 2.0,44.03,9,-2.03,-4.61
Binders,Accohide Poly Flexible Ring Binders,43.75,34,-19.83,-45.33
Art,Boston 16750 Black Compact Battery Pencil Sharpener,43.75,5,13.13,30.01
Appliances,Disposable Triple-Filter Dust Bags,43.70,10,11.36,26.00
Supplies,Acme Rosewood Handle Letter Opener,43.67,12,-3.49,-7.99
Art,Nontoxic Chalk,42.94,27,18.23,42.45
Art,Newell 349,42.64,14,10.04,23.55
Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,42.42,14,8.91,21.00
Binders,3-ring staple pack,42.11,26,16.69,39.63
Binders,Acco Hanging Data Binders,41.92,17,8.22,19.61
Machines,Texas Instrument TI-15 Fraction Calculator,41.90,8,-20.52,-48.97
Supplies,Acco Side-Punched Conventional Columnar Pads,41.64,15,-7.80,-18.73
Binders,Wilson Jones Custom Binder Spines & Labels,41.35,22,-19.69,-47.62
Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",41.30,11,16.77,40.61
Paper,"Adams Write n Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",40.90,8,16.37,40.02
Fasteners,"Acco Bankers Clasps, 5 3/4""-Long",40.89,15,17.99,44.00
Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,40.32,15,12.60,31.25
Paper,Xerox 207,40.18,7,16.59,41.29
Art,Newell 327,39.78,18,10.74,27.00
Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",39.69,9,13.12,33.06
Binders,Angle-D Ring Binders,39.38,14,-1.97,-5.00
Art,Prang Dustless Chalk Sticks,38.97,24,18.81,48.27
Binders,Acco Expandable Hanging Binders,38.92,11,1.03,2.65
Art,Newell 310,38.72,25,7.49,19.34
Binders,Acco Suede Grain Vinyl Round Ring Binder,38.64,29,-4.88,-12.63
Binders,Cardinal Hold-It CD Pocket,38.30,12,-12.46,-32.53
Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,38.27,7,-3.66,-9.56
Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",38.14,9,15.66,41.06
Binders,Peel & Stick Add-On Corner Pockets,38.02,30,4.30,11.31
Paper,Southworth 25% Cotton Granite Paper & Envelopes,37.94,7,13.21,34.82
Art,Col-Erase Pencils with Erasers,37.70,7,7.48,19.84
Art,Dixon Ticonderoga Pencils,37.55,13,9.27,24.69
Art,Turquoise Lead Holder with Pocket Clip,37.52,6,10.58,28.20
Furnishings,Eldon Pizzaz Desk Accessories,37.46,19,13.73,36.65
Binders,Durable Pressboard Binders,37.24,11,15.09,40.52
Art,Faber Castell Col-Erase Pencils,37.16,8,14.08,37.89
Paper,Xerox 1990,36.96,8,13.73,37.15
Binders,Avery Round Ring Poly Binders,36.92,17,12.29,33.29
Storage,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,36.74,3,3.67,9.99
Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,36.71,16,15.01,40.89
Art,Newell 326,36.60,23,7.87,21.50
Furnishings,Eldon 100 Class Desk Accessories,36.39,18,-4.84,-13.30
Paper,Xerox 1976,36.29,7,12.70,35.00
Furnishings,Contemporary Borderless Frame,36.16,6,3.62,10.01
Fasteners,Binder Clips by OIC,36.11,27,15.33,42.45
Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",35.95,5,14.30,39.78
Furnishings,Regeneration Desk Collection,35.90,21,15.21,42.37
Binders,Wilson Jones DublLock D-Ring Binders,35.78,6,15.53,43.40
Storage,Plastic Stacking Crates & Casters,35.71,8,2.67,7.48
Supplies,Acme Kleencut Forged Steel Scissors,35.58,7,7.47,20.99
Labels,Avery 498,35.26,13,15.35,43.53
Paper,Xerox 1926,34.86,7,16.38,46.99
Art,Economy #2 Pencils,34.58,13,8.98,25.97
Art,Newell 335,34.56,12,10.03,29.02
Fasteners,Assorted Color Push Pins,34.40,21,8.92,25.93
Paper,Xerox 1980,34.24,8,15.41,45.01
Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",33.75,21,8.91,26.40
Fasteners,"Super Bands, 12/Pack",33.48,20,-2.60,-7.77
Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",33.11,9,7.16,21.62
Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),32.87,7,15.09,45.91
Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,32.64,4,1.78,5.45
Paper,Xerox 1958,32.40,5,15.55,47.99
Labels,Avery 509,32.36,13,14.04,43.39
Binders,Avery Hidden Tab Dividers for Binding Systems,31.59,24,-7.04,-22.29
Art,Newell 346,31.10,11,8.62,27.72
Art,"OIC #2 Pencils, Medium Soft",30.83,17,8.15,26.44
Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",30.80,14,13.55,43.99
Art,Newell 322,30.58,18,6.65,21.75
Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),29.97,3,13.49,45.01
Binders,Economy Binders,29.96,19,9.81,32.74
Binders,Round Ring Binders,29.95,28,-0.92,-3.07
Machines,Plantronics Single Ear Headset,29.92,5,-21.94,-73.33
Paper,Xerox 1983,29.90,5,14.65,49.00
Paper,Xerox 190,29.88,6,14.04,46.99
Envelopes,Jiffy Padded Mailers with Self-Seal Closure,29.81,2,10.81,36.26
Furnishings,"Eldon 300 Class Desk Accessories, Black",29.70,6,13.07,44.01
Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",29.70,15,0.00,0.00
Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",29.40,14,8.24,28.03
Art,Pencil and Crayon Sharpener,29.34,16,3.76,12.82
Paper,Rediform Voice Mail Log Books,29.20,11,12.16,41.64
Binders,UniKeep View Case Binders,28.84,13,-5.48,-19.00
Binders,Avery Reinforcements for Hole-Punch Pages,28.52,41,-16.13,-56.56
Art,Newell 313,28.21,10,4.27,15.14
Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",27.47,14,11.29,41.10
Accessories,Sony 8GB Class 10 Micro SDHC R40 Memory Card,27.19,3,0.34,1.25
Accessories,SanDisk Cruzer 8 GB USB Flash Drive,27.17,4,-1.36,-5.01
Art,Newell 339,26.69,10,6.11,22.89
